epoch,loss_d,loss_d_real,loss_d_fake,loss_g,d_real_pre_d,d_fake_pre_d,d_fake_post_d,sample_pixel_std,mean_pairwise_rmse,mean_nearest_rmse,near_duplicate_rate,seconds
32,0.5271150625699403,0.2649963932814977,0.2621186672284311,3.6970941369107226,0.8055750388183341,0.19533764885966698,0.06893553393075724,0.0883711725473404,0.1896311193704605,0.11261884868144989,0.0,11.729251623153687
33,0.481174436428689,0.2446377659401554,0.2365366713026699,3.693225892174323,0.8180406083729094,0.18084851120265558,0.05923921575450604,0.09005838632583618,0.19203749299049377,0.1119101271033287,0.0,11.872030019760132
34,0.4468715293517965,0.2251638848494911,0.22170764461949172,3.80822790695342,0.8295841175594078,0.171259629117658,0.058118731749863886,0.09600406885147095,0.20520812273025513,0.12118296325206757,0.0,11.880882978439331
35,0.47286186095894567,0.24045042858292529,0.23241143360339253,3.85668711078088,0.8233501273669944,0.1748212125917144,0.06121596290933474,0.09063898026943207,0.19530315697193146,0.11478632688522339,0.0,11.922280550003052
36,0.3993354415064616,0.20345367965541336,0.19588175959983803,4.07263003832457,0.8489600165395548,0.1508341492708797,0.048793078191456576,0.0957380086183548,0.20313753187656403,0.12139147520065308,0.0,11.86841869354248
37,0.3580462003977883,0.1802038943937776,0.17784230709569343,4.058852721523765,0.8576052325056088,0.14290678954455038,0.04480003210598763,0.08792902529239655,0.18890652060508728,0.11284507811069489,0.0,11.857031106948853
38,0.37683523253889273,0.19031926065017254,0.18651597201824188,4.119214486602126,0.8572918111520098,0.1418789022722411,0.047632225067460746,0.09233890473842621,0.1968594789505005,0.11744552105665207,0.0,11.876195669174194
39,0.607546194203642,0.3250489644043222,0.2824972265998259,3.972676357094026,0.8156066823084622,0.18353628684446255,0.0725432958126343,0.09050901234149933,0.19257935881614685,0.11390555649995804,0.0,11.841243028640747
40,0.2882114669542439,0.1438320872700767,0.14437937995554595,4.000315871459759,0.8808361414252528,0.11978288860189797,0.03978090940408766,0.09426470100879669,0.2001086175441742,0.11999277770519257,0.0,11.917524576187134
41,0.26136983832381416,0.13111344167333566,0.1302563983897697,4.192764841957597,0.8910787066087028,0.10926270468579914,0.03558352017476044,0.09083498269319534,0.1925094872713089,0.11448121070861816,0.0,11.971874952316284
42,0.25288735270894913,0.12679733854983719,0.12609001398333256,4.317701193670564,0.8960599476927953,0.10403631760936156,0.03375587392155473,0.09500931948423386,0.2000100463628769,0.12001287192106247,0.0,11.906826734542847
43,0.4195479096363712,0.2369932546881675,0.1825546505213376,4.641466321929401,0.8732918116078243,0.12308740678759475,0.05143810333386596,0.09568227827548981,0.20538873970508575,0.12514188885688782,0.0,11.869457483291626
44,0.5353932795145654,0.2846610452058503,0.25073223524042315,3.9373962379843985,0.8395333580548616,0.1626180085258243,0.061844122002496726,0.09392660111188889,0.19758130609989166,0.1178288385272026,0.0,11.854512453079224
45,0.19961240127781368,0.10077168265147912,0.09884071879286245,4.063036222331571,0.9127302513217295,0.08720937805768374,0.032729331464491265,0.09303254634141922,0.1956372857093811,0.1172306016087532,0.0,11.885814428329468
46,0.17951959563998987,0.08935942020982701,0.09016017538082126,4.381750678384541,0.9216092209152827,0.07874422217565065,0.02688031483268896,0.09349296987056732,0.1947648525238037,0.1172059178352356,0.0,11.847795724868774
47,0.1890875907331113,0.09525290200030369,0.09383468934340983,4.602597852416386,0.9199412690093186,0.0801464311642856,0.027361904050837216,0.09493692219257355,0.19445697963237762,0.11674786359071732,0.0,11.921260356903076
48,0.4557816717798347,0.2454105977286833,0.2103710738041543,4.4358562085012725,0.8726108076593635,0.12775871643212752,0.04903441924811856,0.09684443473815918,0.19853690266609192,0.1191612258553505,0.0,11.818771123886108
49,0.1695234596926645,0.08538304488652614,0.08414041535891839,4.445834033536595,0.9261848121289386,0.07299611941350019,0.025997904423063017,0.09818560630083084,0.19727005064487457,0.11882762610912323,0.0,11.935275077819824
50,0.5108700237230749,0.2755951445483424,0.23527487974293185,4.582349780428883,0.8673424092838418,0.13214486549865392,0.0604509879881668,0.09399526566267014,0.19542042911052704,0.11754967272281647,0.0,11.920298337936401
