name,group,epochs,batch_size,learning_rate,scheduler,pct_start,weight_decay,nesterov,label_smoothing,mixup_alpha,augmentation,use_tta,channels_last,config_signature,precision,status,pure_training_time,total_eval_time,total_time,avg_epoch_time,avg_throughput,avg_gpu_compute_time,avg_data_host_overhead,gpu_compute_share,peak_gpu_memory_gb,final_train_accuracy,final_test_accuracy,best_test_accuracy,best_epoch,train_test_gap,first_92_epoch,first_92_time,first_93_epoch,first_93_time,first_94_epoch,first_94_time
ResNet18_40epoch_target,94% target,40,512,0.4,OneCycleLR,0.15,0.0005,True,0.1,0.2,mixup,True,True,56e86d50b2d5a8cd,BF16,completed,93.34930702438578,4.284889095462859,97.63419611984864,2.440854902996216,23248.20479313298,2.3156838566064835,0.018048819003161055,0.9922661154845226,2.501067638397217,0.897783671875,0.9462,0.9477,38,-0.048416328125000074,31,74.39079807046801,34,80.7110645743087,36,84.92156465956941
